psgc_id,name,correspondence_code,geographic_level,old_names,city_class,income_classification,settlement_type,population,,barangay_status
1908704000,Datu Blah T. Sinsuat,153830000,Mun,,,3rd,,"  28,243 ",,
1908705000,Datu Odin Sinsuat,153807000,Mun,Dinaig,,1st,,"  116,768 ",,Capital
1908706000,Kabuntalan,153814000,Mun,Tumbao,,4th,,"  25,439 ",,
1908707000,Matanog,153809000,Mun,,,3rd,,"  36,034 ",,
1908708000,Northern Kabuntalan,153834000,Mun,,,4th,,"  26,277 ",,
1908709000,Parang,153811000,Mun,,,1st,,"  102,914 ",,
1908710000,Sultan Kudarat,153812000,Mun,Nuling,,1st,,"  105,121 ",,
1908711000,Sultan Mastura,153824000,Mun,,,3rd,,"  25,331 ",,
1908712000,Talitay,153821000,Mun,,,4th,,"  17,463 ",,
1908713000,Upi,153815000,Mun,,,1st,,"  59,004 ",,
1908800000,Maguindanao del Sur,,Prov,,,1st,,"  723,758 ",,
1908801000,Ampatuan,153801000,Mun,,,2nd,,"  28,941 ",,
1908802000,Buluan,153803000,Mun,,,1st,,"  57,406 ",,Capital
1908803000,Datu Abdullah Sangki,153828000,Mun,,,2nd,,"  30,117 ",,
1908804000,Datu Anggal Midtimbang,153831000,Mun,,,4th,,"  28,224 ",,
1908805000,Datu Hoffer Ampatuan,153835000,Mun,,,4th,,"  26,660 ",,
1908806000,Datu Paglas,153805000,Mun,,,3rd,,"  33,682 ",,
1908807000,Datu Piang,153806000,Mun,,,2nd,,"  28,380 ",,
1908808000,Datu Salibo,153836000,Mun,,,4th,,"  18,795 ",,
1908809000,Datu Saudi Ampatuan,153826000,Mun,,,4th,,"  31,060 ",,
1908810000,Datu Unsay,153827000,Mun,,,4th,,"  12,890 ",,
1908811000,Gen. S.K. Pendatun,153819000,Mun,,,2nd,,"  31,263 ",,
1908812000,Guindulungan,153825000,Mun,,,4th,,"  24,933 ",,
1908813000,Mamasapano,153820000,Mun,,,4th,,"  27,807 ",,
1908814000,Mangudadatu,153832000,Mun,,,3rd,,"  26,203 ",,
1908815000,Pagagawan,153822000,Mun,,,2nd,,"  37,314 ",,
1908816000,Pagalungan,153810000,Mun,,,1st,,"  46,277 ",,
1908817000,Paglat,153823000,Mun,,,4th,,"  18,727 ",,
1908818000,Pandag,153833000,Mun,,,4th,,"  26,356 ",,
1908819000,Rajah Buayan,153829000,Mun,,,4th,,"  27,832 ",,
1908820000,Shariff Aguak,153808000,Mun,Maganoy,,2nd,,"  33,982 ",,
1908821000,Shariff Saydona Mustapha,153837000,Mun,,,4th,,"  25,080 ",,
1908822000,South Upi,153817000,Mun,,,2nd,,"  43,197 ",,
1908823000,Sultan Sa Barongis,153813000,Mun,Lambayong,,3rd*,,"  24,476 ",,
1908824000,Talayan,153816000,Mun,,,3rd,,"  34,156 ",,
1999901000,Kapalawan,,Mun,,,-,,"  28,463 ",46/,
1999902000,Old Kaabakan,,Mun,,,-,,"  16,658 ",47/,
1999903000,Kadayangan,,Mun,,,-,,"  25,573 ",48/,
1999904000,Nabalawag,,Mun,,,-,,"  25,723 ",49/,
1999905000,Pahamuddin,,Mun,,,-,,"  19,627 ",50/,
1999906000,Malidegao,,Mun,,,-,,"  36,438 ",51/,
1999907000,Ligawasan,,Mun,,,-,,"  29,784 ",52/,
1999908000,Tugunan,,Mun,,,-,,"  33,167 ",53/,